1991 NLCS,4-3,"Atlanta Braves (94-68, NL) vs. Pittsburgh Pirates (98-64, NL)"
1990 World Series,4-0,"Cincinnati Reds (91-71, NL) vs. Oakland Athletics (103-59, AL)"
1990 ALCS,4-0,"Oakland Athletics (103-59, AL) vs. Boston Red Sox (88-74, AL)"
Series,,
1990 NLCS,4-2,"Cincinnati Reds (91-71, NL) vs. Pittsburgh Pirates (95-67, NL)"
1989 World Series,4-0,"Oakland Athletics (99-63, AL) vs. San Francisco Giants (92-70, NL)"
1989 ALCS,4-1,"Oakland Athletics (99-63, AL) vs. Toronto Blue Jays (89-73, AL)"
1989 NLCS,4-1,"San Francisco Giants (92-70, NL) vs. Chicago Cubs (93-69, NL)"
1988 World Series,4-1,"Los Angeles Dodgers (94-67, NL) vs. Oakland Athletics (104-58, AL)"
1988 ALCS,4-0,"Oakland Athletics (104-58, AL) vs. Boston Red Sox (89-73, AL)"
1988 NLCS,4-3,"Los Angeles Dodgers (94-67, NL) vs. New York Mets (100-60, NL)"
1987 World Series,4-3,"Minnesota Twins (85-77, AL) vs. St. Louis Cardinals (95-67, NL)"
1987 ALCS,4-1,"Minnesota Twins (85-77, AL) vs. Detroit Tigers (98-64, AL)"
1987 NLCS,4-3,"St. Louis Cardinals (95-67, NL) vs. San Francisco Giants (90-72, NL)"
Series,,
1986 World Series,4-3,"New York Mets (108-54, NL) vs. Boston Red Sox (95-66, AL)"
1986 ALCS,4-3,"Boston Red Sox (95-66, AL) vs. California Angels (92-70, AL)"
1986 NLCS,4-2,"New York Mets (108-54, NL) vs. Houston Astros (96-66, NL)"
1985 World Series,4-3,"Kansas City Royals (91-71, AL) vs. St. Louis Cardinals (101-61, NL)"
1985 ALCS,4-3,"Kansas City Royals (91-71, AL) vs. Toronto Blue Jays (99-62, AL)"
1985 NLCS,4-2,"St. Louis Cardinals (101-61, NL) vs. Los Angeles Dodgers (95-67, NL)"
1984 World Series,4-1,"Detroit Tigers (104-58, AL) vs. San Diego Padres (92-70, NL)"
1984 ALCS,3-0,"Detroit Tigers (104-58, AL) vs. Kansas City Royals (84-78, AL)"
1984 NLCS,3-2,"San Diego Padres (92-70, NL) vs. Chicago Cubs (96-65, NL)"
1983 World Series,4-1,"Baltimore Orioles (98-64, AL) vs. Philadelphia Phillies (90-72, NL)"
Series,,
1983 ALCS,3-1,"Baltimore Orioles (98-64, AL) vs. Chicago White Sox (99-63, AL)"
1983 NLCS,3-1,"Philadelphia Phillies (90-72, NL) vs. Los Angeles Dodgers (91-71, NL)"
1982 World Series,4-3,"St. Louis Cardinals (92-70, NL) vs. Milwaukee Brewers (95-67, AL)"
1982 ALCS,3-2,"Milwaukee Brewers (95-67, AL) vs. California Angels (93-69, AL)"
1982 NLCS,3-0,"St. Louis Cardinals (92-70, NL) vs. Atlanta Braves (89-73, NL)"
1981 World Series,4-2,"Los Angeles Dodgers (63-47, NL) vs. New York Yankees (59-48, AL)"
1981 ALCS,3-0,"New York Yankees (59-48, AL) vs. Oakland Athletics (64-45, AL)"
1981 NLCS,3-2,"Los Angeles Dodgers (63-47, NL) vs. Montreal Expos (60-48, NL)"
1981 AEDIV,3-2,"New York Yankees (59-48, AL) vs. Milwaukee Brewers (62-47, AL)"
1981 AWDIV,3-0,"Oakland Athletics (64-45, AL) vs. Kansas City Royals (50-53, AL)"
Series,,
1981 NEDIV,3-2,"Montreal Expos (60-48, NL) vs. Philadelphia Phillies (59-48, NL)"
1981 NWDIV,3-2,"Los Angeles Dodgers (63-47, NL) vs. Houston Astros (61-49, NL)"
1980 World Series,4-2,"Philadelphia Phillies (91-71, NL) vs. Kansas City Royals (97-65, AL)"
1980 ALCS,3-0,"Kansas City Royals (97-65, AL) vs. New York Yankees (103-59, AL)"
1980 NLCS,3-2,"Philadelphia Phillies (91-71, NL) vs. Houston Astros (93-70, NL)"
1979 World Series,4-3,"Pittsburgh Pirates (98-64, NL) vs. Baltimore Orioles (102-57, AL)"
1979 ALCS,3-1,"Baltimore Orioles (102-57, AL) vs. California Angels (88-74, AL)"
1979 NLCS,3-0,"Pittsburgh Pirates (98-64, NL) vs. Cincinnati Reds (90-71, NL)"
1978 World Series,4-2,"New York Yankees (100-63, AL) vs. Los Angeles Dodgers (95-67, NL)"
1978 ALCS,3-1,"New York Yankees (100-63, AL) vs. Kansas City Royals (92-70, AL)"
Series,,
1978 NLCS,3-1,"Los Angeles Dodgers (95-67, NL) vs. Philadelphia Phillies (90-72, NL)"
1977 World Series,4-2,"New York Yankees (100-62, AL) vs. Los Angeles Dodgers (98-64, NL)"
1977 ALCS,3-2,"New York Yankees (100-62, AL) vs. Kansas City Royals (102-60, AL)"
1977 NLCS,3-1,"Los Angeles Dodgers (98-64, NL) vs. Philadelphia Phillies (101-61, NL)"
1976 World Series,4-0,"Cincinnati Reds (102-60, NL) vs. New York Yankees (97-62, AL)"
1976 ALCS,3-2,"New York Yankees (97-62, AL) vs. Kansas City Royals (90-72, AL)"
1976 NLCS,3-0,"Cincinnati Reds (102-60, NL) vs. Philadelphia Phillies (101-61, NL)"
1975 World Series,4-3,"Cincinnati Reds (108-54, NL) vs. Boston Red Sox (95-65, AL)"
1975 ALCS,3-0,"Boston Red Sox (95-65, AL) vs. Oakland Athletics (98-64, AL)"
1975 NLCS,3-0,"Cincinnati Reds (108-54, NL) vs. Pittsburgh Pirates (92-69, NL)"
Series,,
1974 World Series,4-1,"Oakland Athletics (90-72, AL) vs. Los Angeles Dodgers (102-60, NL)"
1974 ALCS,3-1,"Oakland Athletics (90-72, AL) vs. Baltimore Orioles (91-71, AL)"
1974 NLCS,3-1,"Los Angeles Dodgers (102-60, NL) vs. Pittsburgh Pirates (88-74, NL)"
1973 World Series,4-3,"Oakland Athletics (94-68, AL) vs. New York Mets (82-79, NL)"
1973 ALCS,3-2,"Oakland Athletics (94-68, AL) vs. Baltimore Orioles (97-65, AL)"
1973 NLCS,3-2,"New York Mets (82-79, NL) vs. Cincinnati Reds (99-63, NL)"
1972 World Series,4-3,"Oakland Athletics (93-62, AL) vs. Cincinnati Reds (95-59, NL)"
1972 ALCS,3-2,"Oakland Athletics (93-62, AL) vs. Detroit Tigers (86-70, AL)"
1972 NLCS,3-2,"Cincinnati Reds (95-59, NL) vs. Pittsburgh Pirates (96-59, NL)"
1971 World Series,4-3,"Pittsburgh Pirates (97-65, NL) vs. Baltimore Orioles (101-57, AL)"
Series,,
1971 ALCS,3-0,"Baltimore Orioles (101-57, AL) vs. Oakland Athletics (101-60, AL)"
1971 NLCS,3-1,"Pittsburgh Pirates (97-65, NL) vs. San Francisco Giants (90-72, NL)"
1970 World Series,4-1,"Baltimore Orioles (108-54, AL) vs. Cincinnati Reds (102-60, NL)"
1970 ALCS,3-0,"Baltimore Orioles (108-54, AL) vs. Minnesota Twins (98-64, AL)"
1970 NLCS,3-0,"Cincinnati Reds (102-60, NL) vs. Pittsburgh Pirates (89-73, NL)"
1969 World Series,4-1,"New York Mets (100-62, NL) vs. Baltimore Orioles (109-53, AL)"
1969 ALCS,3-0,"Baltimore Orioles (109-53, AL) vs. Minnesota Twins (97-65, AL)"
1969 NLCS,3-0,"New York Mets (100-62, NL) vs. Atlanta Braves (93-69, NL)"
1968 World Series,4-3,"Detroit Tigers (103-59, AL) vs. St. Louis Cardinals (97-65, NL)"
1967 World Series,4-3,"St. Louis Cardinals (101-60, NL) vs. Boston Red Sox (92-70, AL)"
Series,,
1966 World Series,4-0,"Baltimore Orioles (97-63, AL) vs. Los Angeles Dodgers (95-67, NL)"
1965 World Series,4-3,"Los Angeles Dodgers (97-65, NL) vs. Minnesota Twins (102-60, AL)"
1964 World Series,4-3,"St. Louis Cardinals (93-69, NL) vs. New York Yankees (99-63, AL)"
1963 World Series,4-0,"Los Angeles Dodgers (99-63, NL) vs. New York Yankees (104-57, AL)"
1962 World Series,4-3,"New York Yankees (96-66, AL) vs. San Francisco Giants (103-62, NL)"
1961 World Series,4-1,"New York Yankees (109-53, AL) vs. Cincinnati Reds (93-61, NL)"
1960 World Series,4-3,"Pittsburgh Pirates (95-59, NL) vs. New York Yankees (97-57, AL)"
1959 World Series,4-2,"Los Angeles Dodgers (88-68, NL) vs. Chicago White Sox (94-60, AL)"
1958 World Series,4-3,"New York Yankees (92-62, AL) vs. Milwaukee Braves (92-62, NL)"
1957 World Series,4-3,"Milwaukee Braves (95-59, NL) vs. New York Yankees (98-56, AL)"
Series,,
1956 World Series,4-3,"New York Yankees (97-57, AL) vs. Brooklyn Dodgers (93-61, NL)"
1955 World Series,4-3,"Brooklyn Dodgers (98-55, NL) vs. New York Yankees (96-58, AL)"
1954 World Series,4-0,"New York Giants (97-57, NL) vs. Cleveland Indians (111-43, AL)"
1953 World Series,4-2,"New York Yankees (99-52, AL) vs. Brooklyn Dodgers (105-49, NL)"
1952 World Series,4-3,"New York Yankees (95-59, AL) vs. Brooklyn Dodgers (96-57, NL)"
1951 World Series,4-2,"New York Yankees (98-56, AL) vs. New York Giants (98-59, NL)"
1950 World Series,4-0,"New York Yankees (98-56, AL) vs. Philadelphia Phillies (91-63, NL)"
1949 World Series,4-1,"New York Yankees (97-57, AL) vs. Brooklyn Dodgers (97-57, NL)"
1948 World Series,4-2,"Cleveland Indians (97-58, AL) vs. Boston Braves (91-62, NL)"
1948 World Series,4-1,"Homestead Grays (42-24, NN2) vs. Birmingham Black Barons (63-28, NAL)"
Series,,
1948 ALC,4-3-1,"Birmingham Black Barons (63-28, NAL) vs. Kansas City Monarchs (67-34, NAL)"
1948 NLC,2-1-1,"Homestead Grays (42-24, NN2) vs. Baltimore Elite Giants (49-29, NN2)"
1947 World Series,4-3,"New York Yankees (97-57, AL) vs. Brooklyn Dodgers (94-60, NL)"
1947 World Series,4-1-1,"New York Cubans (47-20, NN2) vs. Cleveland Buckeyes (57-19, NAL)"
1946 World Series,4-3,"St. Louis Cardinals (98-58, NL) vs. Boston Red Sox (104-50, AL)"
1946 World Series,4-3,"Newark Eagles (50-22, NN2) vs. Kansas City Monarchs (60-19, NAL)"
1945 World Series,4-3,"Detroit Tigers (88-65, AL) vs. Chicago Cubs (98-56, NL)"
1945 World Series,4-0,"Cleveland Buckeyes (63-17, NAL) vs. Homestead Grays (41-21, NN2)"
1944 World Series,4-2,"St. Louis Cardinals (105-49, NL) vs. St. Louis Browns (89-65, AL)"
1944 World Series,4-1,"Homestead Grays (48-24, NN2) vs. Birmingham Black Barons (47-22, NAL)"
Series,,
1943 World Series,4-1,"New York Yankees (98-56, AL) vs. St. Louis Cardinals (105-49, NL)"
1943 World Series,4-3-1,"Homestead Grays (53-14, NN2) vs. Birmingham Black Barons (45-35, NAL)"
1943 ALC,3-2,"Birmingham Black Barons (45-35, NAL) vs. Chicago American Giants (37-33, NAL)"
1942 World Series,4-1,"St. Louis Cardinals (106-48, NL) vs. New York Yankees (103-51, AL)"
1942 World Series,4-0,"Kansas City Monarchs (27-12, NAL) vs. Homestead Grays (47-19, NN2)"
1941 World Series,4-1,"New York Yankees (101-53, AL) vs. Brooklyn Dodgers (100-54, NL)"
1940 World Series,4-3,"Cincinnati Reds (100-53, NL) vs. Detroit Tigers (90-64, AL)"
1939 World Series,4-0,"New York Yankees (106-45, AL) vs. Cincinnati Reds (97-57, NL)"
1939 ALC,4-1,"Kansas City Monarchs (46-25, NAL) vs. St. Louis Stars (15-20, NAL)"
1939 NLC,3-1-1,"Baltimore Elite Giants (21-23, NN2) vs. Homestead Grays (36-19, NN2)"
Series,,
1939 NLP1,3-1,"Baltimore Elite Giants (21-23, NN2) vs. Newark Eagles (32-23, NN2)"
1939 NLP2,3-2,"Homestead Grays (36-19, NN2) vs. Philadelphia Stars (24-29, NN2)"
1938 World Series,4-0,"New York Yankees (99-53, AL) vs. Chicago Cubs (89-63, NL)"
1938 ALC,2-0,"Memphis Red Sox (39-24, NAL) vs. Atlanta Black Crackers (32-31, NAL)"
1937 World Series,4-1,"New York Yankees (102-52, AL) vs. New York Giants (95-57, NL)"
1937 ALC,5-1-1,"Kansas City Monarchs (52-19, NAL) vs. Chicago American Giants (36-24, NAL)"
1936 World Series,4-2,"New York Yankees (102-51, AL) vs. New York Giants (92-62, NL)"
1935 World Series,4-2,"Detroit Tigers (93-58, AL) vs. Chicago Cubs (100-54, NL)"
1935 NLC,4-3,"Pittsburgh Crawfords (51-27, NN2) vs. New York Cubans (31-25, NN2)"
1934 World Series,4-3,"St. Louis Cardinals (95-58, NL) vs. Detroit Tigers (101-53, AL)"
Series,,
1934 NLC,4-3-1,"Philadelphia Stars (39-18, NN2) vs. Chicago American Giants (28-20, NN2)"
1933 World Series,4-1,"New York Giants (91-61, NL) vs. Washington Nationals (99-53, AL)"
1932 World Series,4-0,"New York Yankees (107-47, AL) vs. Chicago Cubs (90-64, NL)"
1932 NSC,4-3,"Chicago American Giants (34-12, NSL) vs. Nashville Elite Giants (24-23, NSL)"
1931 World Series,4-3,"St. Louis Cardinals (101-53, NL) vs. Philadelphia Athletics (107-45, AL)"
1930 World Series,4-2,"Philadelphia Athletics (102-52, AL) vs. St. Louis Cardinals (92-62, NL)"
1930 NNC,4-3,"St. Louis Stars (69-25, NNL) vs. Detroit Stars (52-37, NNL)"
1929 World Series,4-1,"Philadelphia Athletics (104-46, AL) vs. Chicago Cubs (98-54, NL)"
1928 World Series,4-0,"New York Yankees (101-53, AL) vs. St. Louis Cardinals (95-59, NL)"
1928 NNC,5-4,"St. Louis Stars (63-26, NNL) vs. Chicago American Giants (55-38, NNL)"
Series,,
1927 World Series,4-0,"New York Yankees (110-44, AL) vs. Pittsburgh Pirates (94-60, NL)"
1927 World Series,5-3-1,"Chicago American Giants (61-32, NNL) vs. Atlantic City Bacharach Giants (55-35, ECL)"
1927 NNC,4-1,"Chicago American Giants (61-32, NNL) vs. Birmingham Black Barons (53-44, NNL)"
1926 World Series,4-3,"St. Louis Cardinals (89-65, NL) vs. New York Yankees (91-63, AL)"
1926 World Series,5-4-2,"Chicago American Giants (57-24, NNL) vs. Atlantic City Bacharach Giants (43-28, ECL)"
1926 NNC,5-4,"Chicago American Giants (57-24, NNL) vs. Kansas City Monarchs (60-22, NNL)"
1925 World Series,4-3,"Pittsburgh Pirates (95-58, NL) vs. Washington Nationals (96-55, AL)"
1925 World Series,5-1,"Hilldale Club (53-18, ECL) vs. Kansas City Monarchs (59-23, NNL)"
1925 NNC,4-3,"Kansas City Monarchs (59-23, NNL) vs. St. Louis Stars (59-30, NNL)"
1924 World Series,4-3,"Washington Nationals (92-62, AL) vs. New York Giants (93-60, NL)"
Series,,
1924 World Series,5-4-1,"Kansas City Monarchs (57-22, NNL) vs. Hilldale Club (47-26, ECL)"
1923 World Series,4-2,"New York Yankees (98-54, AL) vs. New York Giants (95-58, NL)"
1922 World Series,4-0-1,"New York Giants (93-61, NL) vs. New York Yankees (94-60, AL)"
1921 World Series,5-3,"New York Giants (94-59, NL) vs. New York Yankees (98-55, AL)"
1920 World Series,5-2,"Cleveland Indians (98-56, AL) vs. Brooklyn Robins (93-61, NL)"
1919 World Series,5-3,"Cincinnati Reds (96-44, NL) vs. Chicago White Sox (88-52, AL)"
1918 World Series,4-2,"Boston Red Sox (75-51, AL) vs. Chicago Cubs (84-45, NL)"
1917 World Series,4-2,"Chicago White Sox (100-54, AL) vs. New York Giants (98-56, NL)"
1916 World Series,4-1,"Boston Red Sox (91-63, AL) vs. Brooklyn Robins (94-60, NL)"
1915 World Series,4-1,"Boston Red Sox (101-50, AL) vs. Philadelphia Phillies (90-62, NL)"
Series,,
1914 World Series,4-0,"Boston Braves (94-59, NL) vs. Philadelphia Athletics (99-53, AL)"
1913 World Series,4-1,"Philadelphia Athletics (96-57, AL) vs. New York Giants (101-51, NL)"
1912 World Series,4-3-1,"Boston Red Sox (105-47, AL) vs. New York Giants (103-48, NL)"
1911 World Series,4-2,"Philadelphia Athletics (101-50, AL) vs. New York Giants (99-54, NL)"
1910 World Series,4-1,"Philadelphia Athletics (102-48, AL) vs. Chicago Cubs (104-50, NL)"
1909 World Series,4-3,"Pittsburgh Pirates (110-42, NL) vs. Detroit Tigers (98-54, AL)"
1908 World Series,4-1,"Chicago Cubs (99-55, NL) vs. Detroit Tigers (90-63, AL)"
1907 World Series,4-0-1,"Chicago Cubs (107-45, NL) vs. Detroit Tigers (92-58, AL)"
1906 World Series,4-2,"Chicago White Sox (93-58, AL) vs. Chicago Cubs (116-36, NL)"
1905 World Series,4-1,"New York Giants (105-48, NL) vs. Philadelphia Athletics (92-56, AL)"
Series,,
1904,No Postseason played this year.,No Postseason played this year.
1903 World Series,5-3,"Boston Americans (91-47, AL) vs. Pittsburgh Pirates (91-49, NL)"
,19th century championships were from before the incarnation of the modern AL/NL World Series.,19th century championships were from before the incarnation of the modern AL/NL World Series.
1892 World Series,5-0-1,"Boston (102-48, NL) vs. Cleveland Spiders (93-56, NL)"
1890 World Series,3-3-1,"Brooklyn Bridegrooms (86-43, NL) vs. Louisville Colonels (88-44, AA)"
1889 World Series,6-3,"New York Giants (83-43, NL) vs. Brooklyn Bridegrooms (93-44, AA)"
1888 World Series,6-4,"New York Giants (84-47, NL) vs. St. Louis Browns (92-43, AA)"
1887 World Series,10-5,"Detroit Wolverines (79-45, NL) vs. St. Louis Browns (95-40, AA)"
1886 World Series,4-2,"St. Louis Browns (93-46, AA) vs. Chicago White Stockings (90-34, NL)"
1885 World Series,3-3-1,"Chicago White Stockings (87-25, NL) vs. St. Louis Browns (79-33, AA)"
Series,,
1884 World Series,3-0,"Providence Grays (84-28, NL) vs. New York Metropolitans (75-32, AA)"
Future,,
2029,2029 World Series / 2029 ALCS / 2029 NLCS,2029 World Series / 2029 ALCS / 2029 NLCS
2028,2028 World Series / 2028 ALCS / 2028 NLCS,2028 World Series / 2028 ALCS / 2028 NLCS
2027,2027 World Series / 2027 ALCS / 2027 NLCS,2027 World Series / 2027 ALCS / 2027 NLCS
2026,2026 World Series / 2026 ALCS / 2026 NLCS,2026 World Series / 2026 ALCS / 2026 NLCS
